47.0,100.0,27.0,81.0,57.0,37.0,26.0,0.0,0.0,23.0,56.0,53.0,100.0,90.0,40.0,98.0,"n"
0.0,89.0,27.0,100.0,42.0,75.0,29.0,45.0,15.0,15.0,37.0,0.0,69.0,2.0,100.0,6.0,"o"
0.0,57.0,31.0,68.0,72.0,90.0,100.0,100.0,76.0,75.0,50.0,51.0,28.0,25.0,16.0,0.0,"o"
0.0,100.0,7.0,92.0,5.0,68.0,19.0,45.0,86.0,34.0,100.0,45.0,74.0,23.0,67.0,0.0,"o"
0.0,67.0,49.0,83.0,100.0,100.0,81.0,80.0,60.0,60.0,40.0,40.0,33.0,20.0,47.0,0.0,"o"
100.0,100.0,88.0,99.0,49.0,74.0,17.0,47.0,0.0,16.0,37.0,0.0,73.0,16.0,20.0,20.0,"o"
0.0,100.0,3.0,72.0,26.0,35.0,85.0,35.0,100.0,71.0,73.0,97.0,65.0,49.0,66.0,0.0,"o"
0.0,39.0,2.0,62.0,11.0,5.0,63.0,0.0,100.0,43.0,89.0,99.0,36.0,100.0,0.0,57.0,"o"
13.0,89.0,12.0,50.0,72.0,38.0,56.0,0.0,4.0,17.0,0.0,61.0,32.0,94.0,100.0,100.0,"o"
57.0,100.0,22.0,72.0,0.0,31.0,25.0,0.0,75.0,13.0,100.0,50.0,75.0,87.0,26.0,85.0,"o"
74.0,87.0,31.0,100.0,0.0,69.0,62.0,64.0,100.0,79.0,100.0,38.0,84.0,0.0,18.0,1.0,"o"
48.0,96.0,62.0,65.0,88.0,27.0,21.0,0.0,21.0,33.0,79.0,67.0,100.0,100.0,0.0,85.0,"n"
100.0,100.0,72.0,99.0,36.0,78.0,34.0,54.0,79.0,47.0,64.0,13.0,19.0,0.0,0.0,2.0,"o"
91.0,74.0,54.0,100.0,0.0,87.0,23.0,59.0,81.0,67.0,100.0,39.0,79.0,4.0,21.0,0.0,"o"
0.0,85.0,38.0,100.0,81.0,88.0,87.0,50.0,84.0,12.0,58.0,0.0,53.0,22.0,100.0,24.0,"o"
35.0,76.0,57.0,100.0,100.0,92.0,68.0,66.0,81.0,38.0,82.0,9.0,32.0,0.0,0.0,17.0,"o"
50.0,84.0,66.0,100.0,75.0,75.0,51.0,51.0,100.0,42.0,97.0,13.0,49.0,0.0,0.0,7.0,"o"
99.0,80.0,63.0,100.0,25.0,76.0,79.0,68.0,100.0,62.0,97.0,23.0,54.0,0.0,0.0,16.0,"o"
24.0,66.0,43.0,100.0,59.0,65.0,34.0,28.0,0.0,1.0,16.0,11.0,58.0,0.0,100.0,1.0,"o"
0.0,73.0,19.0,99.0,72.0,100.0,70.0,73.0,32.0,48.0,5.0,18.0,46.0,0.0,100.0,0.0,"o"
12.0,77.0,20.0,62.0,78.0,40.0,50.0,0.0,1.0,17.0,0.0,64.0,23.0,98.0,100.0,100.0,"o"
0.0,46.0,49.0,64.0,78.0,87.0,100.0,100.0,91.0,75.0,85.0,49.0,75.0,24.0,89.0,0.0,"o"
10.0,86.0,34.0,66.0,68.0,34.0,34.0,0.0,4.0,26.0,0.0,69.0,34.0,95.0,100.0,100.0,"o"
73.0,62.0,53.0,100.0,0.0,72.0,82.0,39.0,100.0,0.0,15.0,14.0,52.0,57.0,90.0,94.0,"n"
54.0,100.0,34.0,75.0,6.0,43.0,0.0,11.0,70.0,0.0,100.0,28.0,44.0,46.0,36.0,21.0,"o"
11.0,100.0,0.0,69.0,15.0,43.0,87.0,47.0,100.0,65.0,74.0,67.0,71.0,33.0,66.0,0.0,"o"
36.0,92.0,7.0,83.0,0.0,37.0,26.0,0.0,77.0,6.0,100.0,46.0,84.0,89.0,36.0,100.0,"o"
46.0,100.0,10.0,83.0,34.0,64.0,100.0,77.0,71.0,82.0,49.0,54.0,22.0,27.0,0.0,0.0,"o"
61.0,59.0,58.0,100.0,0.0,84.0,44.0,42.0,80.0,0.0,8.0,5.0,33.0,44.0,100.0,70.0,"n"
100.0,84.0,31.0,100.0,0.0,88.0,8.0,70.0,15.0,53.0,15.0,35.0,0.0,17.0,0.0,0.0,"o"
32.0,59.0,53.0,100.0,100.0,95.0,79.0,46.0,48.0,0.0,93.0,19.0,58.0,55.0,0.0,63.0,"n"
40.0,99.0,51.0,66.0,79.0,26.0,39.0,0.0,0.0,27.0,8.0,77.0,46.0,100.0,100.0,94.0,"o"
0.0,98.0,36.0,100.0,80.0,85.0,68.0,42.0,56.0,0.0,25.0,23.0,50.0,37.0,100.0,32.0,"o"
27.0,76.0,1.0,42.0,16.0,0.0,70.0,3.0,100.0,40.0,92.0,84.0,44.0,100.0,0.0,73.0,"o"
0.0,0.0,31.0,15.0,63.0,30.0,88.0,52.0,100.0,79.0,82.0,100.0,56.0,82.0,79.0,64.0,"o"
30.0,86.0,67.0,100.0,77.0,77.0,53.0,50.0,78.0,40.0,100.0,17.0,56.0,0.0,0.0,5.0,"o"
29.0,91.0,14.0,57.0,66.0,39.0,30.0,0.0,0.0,19.0,3.0,72.0,39.0,97.0,100.0,100.0,"o"
77.0,97.0,40.0,100.0,0.0,59.0,9.0,29.0,84.0,33.0,100.0,64.0,77.0,44.0,48.0,0.0,"o"
64.0,93.0,0.0,67.0,97.0,67.0,89.0,100.0,14.0,70.0,100.0,68.0,96.0,36.0,28.0,0.0,"o"
9.0,93.0,53.0,100.0,89.0,80.0,57.0,52.0,17.0,30.0,0.0,5.0,50.0,2.0,100.0,0.0,"o"
0.0,93.0,62.0,100.0,100.0,78.0,69.0,43.0,50.0,5.0,35.0,0.0,15.0,35.0,86.0,37.0,"o"
30.0,87.0,16.0,55.0,68.0,41.0,52.0,0.0,0.0,16.0,15.0,63.0,41.0,100.0,100.0,98.0,"o"
60.0,100.0,20.0,76.0,0.0,39.0,10.0,1.0,69.0,0.0,100.0,33.0,56.0,40.0,15.0,10.0,"o"
0.0,83.0,29.0,100.0,88.0,95.0,64.0,69.0,73.0,43.0,100.0,13.0,50.0,1.0,10.0,0.0,"o"
5.0,90.0,46.0,98.0,89.0,100.0,100.0,81.0,77.0,59.0,62.0,34.0,37.0,14.0,0.0,0.0,"o"
100.0,99.0,67.0,100.0,24.0,68.0,0.0,32.0,27.0,0.0,99.0,8.0,77.0,40.0,9.0,55.0,"o"
47.0,86.0,73.0,100.0,89.0,75.0,68.0,49.0,100.0,28.0,82.0,4.0,38.0,0.0,0.0,13.0,"o"
29.0,72.0,45.0,100.0,78.0,78.0,60.0,41.0,25.0,12.0,0.0,4.0,50.0,6.0,100.0,0.0,"o"
1.0,88.0,0.0,54.0,59.0,31.0,36.0,0.0,11.0,28.0,4.0,68.0,28.0,97.0,100.0,100.0,"o"
63.0,100.0,40.0,73.0,70.0,63.0,100.0,77.0,79.0,74.0,55.0,48.0,29.0,23.0,0.0,0.0,"o"
11.0,92.0,56.0,100.0,83.0,82.0,52.0,59.0,87.0,39.0,100.0,14.0,55.0,0.0,0.0,0.0,"o"
51.0,76.0,68.0,91.0,100.0,100.0,83.0,80.0,59.0,60.0,34.0,40.0,10.0,20.0,0.0,0.0,"o"
56.0,99.0,18.0,72.0,0.0,24.0,36.0,0.0,85.0,23.0,100.0,69.0,58.0,100.0,19.0,74.0,"o"
0.0,75.0,47.0,87.0,100.0,100.0,91.0,80.0,72.0,60.0,53.0,40.0,35.0,20.0,19.0,0.0,"o"
17.0,100.0,0.0,74.0,6.0,36.0,77.0,37.0,100.0,63.0,73.0,95.0,71.0,47.0,75.0,0.0,"o"
41.0,96.0,17.0,76.0,50.0,37.0,31.0,0.0,0.0,34.0,1.0,86.0,49.0,98.0,100.0,100.0,"o"
20.0,82.0,62.0,100.0,100.0,81.0,68.0,54.0,82.0,50.0,89.0,19.0,42.0,0.0,0.0,13.0,"o"
12.0,78.0,40.0,100.0,74.0,77.0,52.0,41.0,13.0,14.0,0.0,17.0,50.0,8.0,100.0,0.0,"o"
18.0,73.0,0.0,73.0,10.0,24.0,54.0,0.0,100.0,22.0,95.0,71.0,52.0,100.0,5.0,84.0,"o"
97.0,100.0,41.0,90.0,4.0,58.0,0.0,22.0,52.0,0.0,100.0,22.0,49.0,38.0,8.0,13.0,"o"
57.0,63.0,100.0,100.0,0.0,91.0,36.0,53.0,95.0,16.0,2.0,0.0,5.0,36.0,91.0,67.0,"n"
30.0,81.0,87.0,100.0,100.0,98.0,37.0,86.0,46.0,54.0,99.0,32.0,59.0,2.0,0.0,0.0,"o"
12.0,61.0,0.0,20.0,44.0,0.0,92.0,23.0,100.0,64.0,70.0,100.0,15.0,92.0,0.0,52.0,"o"
0.0,84.0,50.0,100.0,72.0,79.0,37.0,52.0,51.0,41.0,100.0,27.0,62.0,3.0,3.0,0.0,"o"
0.0,100.0,61.0,100.0,100.0,93.0,63.0,64.0,36.0,33.0,14.0,0.0,9.0,29.0,47.0,42.0,"o"
100.0,79.0,67.0,100.0,26.0,76.0,41.0,38.0,47.0,0.0,0.0,8.0,38.0,38.0,96.0,58.0,"n"
100.0,100.0,58.0,83.0,31.0,55.0,17.0,24.0,43.0,0.0,80.0,19.0,50.0,43.0,0.0,39.0,"o"
94.0,79.0,40.0,100.0,13.0,65.0,59.0,30.0,67.0,0.0,0.0,17.0,45.0,52.0,100.0,83.0,"n"
0.0,82.0,75.0,56.0,100.0,12.0,22.0,0.0,22.0,41.0,92.0,73.0,84.0,100.0,2.0,80.0,"n"
